rent,bedrooms,neighborhood
5280,3,North End
5970,1,North End
5280,2,North End
4600,2,North End
5000,2,North End
4795,3,North End
3195,2,North End
2400,1,North End
4995,3,North End
2500,1,North End
5195,3,North End
2895,1,North End
5295,3,North End
4450,3,North End
4450,3,North End
4200,3,North End
3750,2,North End
3750,3,North End
3800,2,North End
44370,4,North End
3870,2,North End
3600,2,North End
4125,3,North End
4920,2,North End
5200,2,North End
3000,1,North End
5100,3,North End
4050,1,North End
2480,1,North End
2480,1,North End
3500,1,North End
2480,1,North End
6700,4,North End
2900,1,North End
3000,2,North End
4800,3,North End
4140,3,North End
2550,1,North End
2650,1,North End
2480,1,North End
2300,0,North End
3600,1,North End
2950,1,North End
3500,2,North End
2100,0,North End
5045,3,North End
1800,1,North End
2300,1,North End
2600,1,North End
2300,0,North End
4770,3,North End
3000,2,North End
3000,1,North End
3275,2,North End
6200,4,North End
2500,0,North End
8000,4,North End
4100,2,North End
3810,0,North End
3450,2,North End
26850,3,North End
5000,4,North End
9120,3,North End
20370,3,North End
7860,1,North End
3150,1,North End
3120,1,North End
6500,4,North End
4350,1,North End
3750,1,North End
5610,2,North End
4200,3,North End
2600,1,North End
3700,2,North End
3600,2,North End
3150,1,North End
3250,1,North End
3600,3,North End
3545,1,North End
2700,1,North End
4250,1,North End
7500,2,North End
3545,1,North End
2500,1,North End
2600,1,North End
3645,2,North End
3565,2,North End
3275,2,North End
3345,2,North End
3500,2,North End
6300,3,North End
6450,3,North End
2400,1,North End
3450,2,North End
6200,4,North End
4770,3,North End
3300,0,North End
3650,1,North End
3695,1,North End
4345,2,North End
3650,1,North End
3350,1,North End
4575,3,North End
3500,2,North End
3500,2,North End
4000,3,North End
3000,2,North End
7080,2,Roxbury
2595,2,Roxbury
4200,5,Roxbury
2800,3,Roxbury
2350,2,Roxbury
2375,1,Roxbury
2350,2,Roxbury
2950,3,Roxbury
2550,2,Roxbury
2950,3,Roxbury
1200,4,Roxbury
2300,2,Roxbury
5800,5,Roxbury
3425,3,Roxbury
2795,2,Roxbury
2695,1,Roxbury
2895,2,Roxbury
2895,2,Roxbury
3800,4,Roxbury
2895,2,Roxbury
2895,2,Roxbury
3400,3,Roxbury
2700,2,Roxbury
3100,3,Roxbury
3325,3,Roxbury
3930,5,Roxbury
3990,4,Roxbury
9000,3,Roxbury
3820,4,Roxbury
3300,3,Roxbury
3450,2,Roxbury
2400,1,Roxbury
3200,3,Roxbury
3190,3,Roxbury
4500,4,Roxbury
2300,1,Roxbury
3940,4,Roxbury
2200,1,Roxbury
2600,2,Roxbury
7500,4,Roxbury
4200,3,Roxbury
3600,4,Roxbury
12000,4,Roxbury
2377,1,Roxbury
2500,2,Roxbury
4894,6,Roxbury
2900,3,Roxbury
1900,2,Roxbury
4700,4,Roxbury
2200,1,Roxbury
4894,6,Roxbury
4500,3,Roxbury
4900,5,Roxbury
2377,1,Roxbury
3418,3,Roxbury
6500,4,Roxbury
4250,3,Roxbury
5000,4,Roxbury
6400,4,Roxbury
4950,5,Roxbury
4100,4,Roxbury
3600,3,Roxbury
5500,5,Roxbury
2600,2,Roxbury
7700,7,Roxbury
3200,2,Roxbury
16200,4,Roxbury
6750,1,Roxbury
6390,1,Roxbury
6630,0,Roxbury
5160,1,Roxbury
11250,3,Roxbury
7710,3,Roxbury
9210,2,Roxbury
16500,4,Roxbury
4000,4,Roxbury
4400,4,Roxbury
3900,3,Roxbury
3000,2,Roxbury
5750,5,Roxbury
5000,5,Roxbury
4500,5,Roxbury
5000,5,Roxbury
6000,6,Roxbury
4260,2,Roxbury
3450,2,Roxbury
12000,10,Roxbury
3100,2,Roxbury
3100,2,Roxbury
3800,3,Roxbury
3800,3,Roxbury
5300,5,Roxbury
6200,4,Roxbury
5000,5,Roxbury
4300,4,Roxbury
3600,3,Roxbury
5000,5,Roxbury
5400,5,Roxbury
3350,3,Roxbury
3600,4,Roxbury
2850,3,Roxbury
2250,2,Roxbury
3700,3,Roxbury
3100,3,Roxbury
4250,4,Roxbury
3800,4,Roxbury
10500,3,Roxbury
3410,4,Roxbury
4350,5,Roxbury
3800,4,Roxbury
4375,5,Roxbury
2810,3,Roxbury
6870,2,Roxbury
3800,4,Roxbury
14490,3,Roxbury
4800,4,Roxbury
16890,4,Roxbury
6750,1,Roxbury
25620,7,Roxbury
7530,2,Roxbury
2800,2,Roxbury
6750,6,Roxbury
9800,7,Roxbury
3000,2,Roxbury
3600,4,Roxbury
6300,2,Roxbury
6450,2,Roxbury
3810,1,Roxbury
2100,0,Roxbury
10500,7,Roxbury
3300,2,Roxbury
4500,3,Roxbury
4500,3,Roxbury
3800,5,Roxbury
3800,5,Roxbury
12000,10,Roxbury
3300,2,Roxbury
4500,3,Roxbury
4200,4,Roxbury
2800,2,Roxbury
9999,7,Roxbury
3418,3,Roxbury
3600,3,Roxbury
2150,1,Roxbury
4980,5,Roxbury
5140,5,Roxbury
6460,4,Roxbury
4400,5,Roxbury
4000,3,Roxbury
3600,3,Roxbury
3300,3,Roxbury
3500,3,Roxbury
3000,2,Roxbury
4750,4,Roxbury
8000,7,Roxbury
8300,6,Roxbury
2600,2,Roxbury
3200,2,Roxbury
4200,4,Roxbury
4000,4,Roxbury
9240,2,Roxbury
6600,4,Roxbury
3300,2,Roxbury
4950,3,Roxbury
3300,2,Roxbury
3795,2,Roxbury
3350,2,Roxbury
3995,2,Roxbury
4995,3,Roxbury
4300,4,Roxbury
3995,2,Roxbury
2595,1,Roxbury
6000,3,Roxbury
5000,3,Roxbury
3600,2,Roxbury
3600,2,Roxbury
6500,4,Roxbury
5000,3,Roxbury
4000,2,Roxbury
2400,1,Roxbury
7500,4,Roxbury
2400,1,Roxbury
6800,4,Roxbury
6600,4,Roxbury
3400,2,Roxbury
2400,1,Roxbury
3400,2,Roxbury
4200,2,Roxbury
4200,2,Roxbury
2400,1,Roxbury
4900,3,Roxbury
4500,3,Roxbury
3600,2,Roxbury
4650,3,Roxbury
4500,3,Roxbury
5000,3,Roxbury
3600,3,Roxbury
5000,3,Roxbury
4600,3,Roxbury
4300,4,Roxbury
8000,2,Roxbury
4000,3,Roxbury
8000,2,Roxbury
4200,2,Roxbury
4500,3,Roxbury
6800,4,Roxbury
5000,2,Roxbury
5000,3,Roxbury
6000,2,Roxbury
4600,3,Roxbury
6750,5,Roxbury
8400,6,Roxbury
4000,3,Roxbury
6000,2,Roxbury
5000,2,Roxbury
6000,2,Roxbury
5800,3,Roxbury
5000,3,Roxbury
5000,3,Roxbury
6800,4,Roxbury
4500,3,Roxbury
3600,2,Roxbury
4800,3,Roxbury
6600,4,Roxbury
6600,4,Roxbury
4800,3,Roxbury
5000,3,Roxbury
6400,4,Roxbury
3600,2,Roxbury
5000,3,Roxbury
4000,2,Roxbury
5000,3,Roxbury
4500,3,Roxbury
3600,2,Roxbury
5000,3,Roxbury
3900,2,Roxbury
3850,3,Roxbury
3650,3,Roxbury
4800,3,Roxbury
4800,3,Roxbury
5200,3,Roxbury
3900,3,Roxbury
6700,4,Roxbury
4800,3,Roxbury
5000,2,Roxbury
4500,2,Roxbury
5000,2,Roxbury
4500,2,Roxbury
4900,3,Roxbury
5300,3,Roxbury
5500,4,Roxbury
4000,2,Roxbury
3000,2,Roxbury
9900,6,Roxbury
6800,4,Roxbury
4950,3,Roxbury
4500,2,Roxbury
4000,2,Roxbury
4200,2,Roxbury
5100,3,Roxbury
4120,0,Roxbury
4180,0,Roxbury
2400,1,Roxbury
7230,2,Roxbury
4890,0,Roxbury
3100,0,Roxbury
3850,2,Roxbury
3510,0,Roxbury
5190,0,Roxbury
5370,0,Roxbury
5670,1,Roxbury
4110,0,Roxbury
4110,0,Roxbury
5700,1,Roxbury
6690,2,Roxbury
4200,2,Roxbury
3990,0,Roxbury
3500,1,Roxbury
6200,4,Roxbury
6500,4,Roxbury
5250,3,Roxbury
5100,4,Roxbury
5100,4,Roxbury
6000,4,Roxbury
1975,0,Roxbury
2250,0,Roxbury
2050,0,Roxbury
2050,0,Roxbury
2075,0,Roxbury
6800,4,Roxbury
6800,4,Roxbury
6800,4,Roxbury
6800,4,Roxbury
2300,0,Roxbury
6400,4,Roxbury
6400,4,Roxbury
6800,4,Roxbury
6800,4,Roxbury
5300,4,Roxbury
5000,3,Roxbury
2885,0,Roxbury
4000,2,Roxbury
3900,2,Roxbury
3200,1,Roxbury
3900,2,Roxbury
4000,2,Roxbury
4000,2,Roxbury
4000,2,Roxbury
4000,2,Roxbury
4000,2,Roxbury
4000,2,Roxbury
3800,2,Roxbury
2885,1,Roxbury
15060,2,Roxbury
15900,2,Roxbury
3900,2,Roxbury
3600,2,Roxbury
2750,0,Roxbury
3660,0,Roxbury
2720,0,Roxbury
3330,0,Roxbury
3630,0,Roxbury
3540,0,Roxbury
3630,0,Roxbury
3360,0,Roxbury
3420,0,Roxbury
6300,4,Roxbury
4800,3,Roxbury
5400,4,Roxbury
5400,4,Roxbury
7650,2,Roxbury
3770,4,Roxbury
5820,2,Roxbury
2900,3,Roxbury
2370,3,Roxbury
3940,4,Roxbury
2400,1,Roxbury
3600,1,Roxbury
10920,3,Roxbury
7590,2,Roxbury
4900,7,Roxbury
4200,3,Roxbury
7950,3,Roxbury
6000,3,Roxbury
4000,4,Roxbury
3800,3,Roxbury
5500,4,Roxbury
2100,2,Roxbury
2575,2,Roxbury
2600,2,Roxbury
2400,2,Roxbury
2760,2,Roxbury
3200,3,Roxbury
2795,2,Roxbury
2795,2,Roxbury
2275,3,Roxbury
2400,2,Roxbury
2990,2,Roxbury
2880,1,Roxbury
3300,3,Roxbury
3500,4,Roxbury
3600,3,Roxbury
3500,4,Roxbury
3000,3,Roxbury
1300,0,Roxbury
8220,2,Roxbury
3750,2,Roxbury
2850,1,Roxbury
2500,2,Roxbury
3300,3,Roxbury
3450,3,Roxbury
3000,1,Roxbury
6000,4,Roxbury
6000,4,Roxbury
1900,1,Roxbury
1900,1,Roxbury
3000,3,Roxbury
5000,4,Roxbury
3200,4,Roxbury
3800,4,Roxbury
3800,4,Roxbury
3800,4,Roxbury
3500,3,Roxbury
3800,3,Roxbury
3500,3,Roxbury
3700,3,Roxbury
7200,4,Roxbury
2565,1,Roxbury
5250,3,Roxbury
5500,3,Roxbury
3600,3,Roxbury
7200,4,Roxbury
2700,1,Roxbury
5200,3,Roxbury
5300,3,Roxbury
4650,3,Roxbury
5100,3,Roxbury
4200,3,Roxbury
4400,3,Roxbury
4400,3,Roxbury
2900,0,Roxbury
3400,2,Roxbury
4200,2,Roxbury
4200,2,Roxbury
5500,3,Roxbury
8000,5,Roxbury
3650,2,Roxbury
3100,1,Roxbury
3750,2,Roxbury
2800,0,Roxbury
5300,3,Roxbury
7400,4,Roxbury
5200,4,Roxbury
5300,4,Roxbury
5300,4,Roxbury
4250,2,Roxbury
4000,2,Roxbury
7900,5,Roxbury
3000,0,Roxbury
5800,3,Roxbury
2350,1,Roxbury
2500,0,Roxbury
2050,0,South End
4000,2,South End
7200,4,South End
7200,4,South End
7200,4,South End
4000,2,South End
2900,2,South End
4995,3,South End
2900,2,South End
3000,1,South End
8550,1,South End
3940,1,South End
3400,1,South End
3840,1,South End
5795,3,South End
5200,2,South End
5200,2,South End
4200,1,South End
5970,1,South End
4300,2,South End
6200,3,South End
2900,2,South End
4300,2,South End
4300,2,South End
7000,2,South End
8200,5,South End
3240,0,South End
12810,2,South End
5000,2,South End
6300,2,South End
3100,1,South End
3600,2,South End
3350,2,South End
3200,1,South End
4400,2,South End
4500,3,South End
4400,3,South End
2400,0,South End
2400,0,South End
2400,0,South End
2400,0,South End
4400,2,South End
2400,0,South End
5100,3,South End
5100,3,South End
5100,3,South End
2400,0,South End
3150,1,South End
2400,0,South End
3150,1,South End
3150,1,South End
3150,1,South End
3150,1,South End
3150,1,South End
3000,1,South End
2400,0,South End
3150,1,South End
5100,3,South End
7200,4,South End
4750,3,South End
2978,1,South End
4600,2,South End
3200,1,South End
4000,2,South End
4250,3,South End
3400,2,South End
3507,0,South End
5500,3,South End
3300,1,South End
2930,1,South End
4670,2,South End
3130,1,South End
5700,2,South End
2985,0,South End
2834,0,South End
3300,1,South End
2850,0,South End
4600,2,South End
3100,1,South End
3100,1,South End
3100,1,South End
2671,0,South End
3900,2,South End
3450,1,South End
4590,2,South End
3695,1,South End
5660,2,South End
7698,3,South End
3900,2,South End
5610,2,South End
3160,0,South End
3150,0,South End
3200,2,South End
3300,2,South End
3350,2,South End
3400,2,South End
2800,1,South End
2835,0,South End
3095,0,South End
4595,2,South End
7698,3,South End
2999,1,South End
3046,1,South End
3785,1,South End
4670,2,South End
2930,1,South End
2780,0,South End
7146,3,South End
2600,1,South End
2700,1,South End
1850,0,South End
3750,2,South End
3750,2,South End
3750,2,South End
2350,1,South End
2595,1,South End
2600,1,South End
2349,1,South End
1836,1,South End
2349,1,South End
1782,1,South End
1836,1,South End
1863,1,South End
2349,1,South End
2349,1,South End
1782,1,South End
2349,1,South End
2349,1,South End
2610,1,South End
4500,3,South End
2070,1,South End
2040,1,South End
2349,1,South End
1863,1,South End
1863,1,South End
1728,1,South End
1836,1,South End
1782,1,South End
1782,1,South End
1782,1,South End
1980,1,South End
1980,1,South End
2610,1,South End
3395,0,South End
1980,1,South End
10890,2,South End
8970,1,South End
9150,1,South End
4470,1,South End
5850,2,South End
3200,1,South End
3850,1,South End
13000,4,South End
3850,2,South End
2850,1,South End
4250,1,South End
3850,1,South End
6960,1,South End
4250,1,South End
4100,1,South End
3200,1,South End
3800,2,South End
3350,2,South End
2455,1,South End
3100,1,South End
2750,1,South End
2750,1,South End
2750,1,South End
2400,1,South End
3300,2,South End
3200,2,South End
3300,2,South End
3350,2,South End
3400,2,South End
3400,2,South End
3350,2,South End
3400,2,South End
3100,1,South End
2750,1,South End
2850,1,South End
3500,1,South End
3300,1,South End
2350,1,South End
3500,1,South End
3020,1,South End
6950,2,South End
3680,1,South End
4240,2,South End
3890,1,South End
3940,1,South End
3860,1,South End
4250,2,South End
10560,1,South End
9300,1,South End
4620,1,South End
5010,1,South End
3210,1,South End
4290,1,South End
5970,1,South End
4680,0,South End
6450,1,South End
5070,0,South End
5730,1,South End
11550,3,South End
4110,1,South End
4000,2,South End
4300,2,South End
3100,1,South End
2300,0,South End
6100,4,South End
4490,0,South End
7500,3,South End
5370,1,South End
5280,1,South End
6500,1,South End
4500,2,South End
5550,1,South End
3300,1,South End
4100,2,South End
4000,2,South End
4900,2,South End
3380,1,South End
4500,3,South End
2800,0,South End
3500,2,South End
2800,0,South End
8500,3,South End
4300,3,South End
3221,0,South End
4500,3,South End
10800,2,South End
3633,1,South End
3486,1,South End
3424,1,South End
3439,1,South End
3594,1,South End
3394,1,South End
3419,1,South End
3429,1,South End
3439,1,South End
3449,1,South End
3469,1,South End
3494,1,South End
3519,1,South End
3489,1,South End
3514,1,South End
3449,1,South End
3459,1,South End
3469,1,South End
3539,1,South End
3614,1,South End
3499,1,South End
3599,1,South End
3599,1,South End
3674,1,South End
3674,1,South End
2800,1,South End
2800,0,South End
4300,3,South End
3280,1,South End
3700,2,South End
4600,2,South End
2900,0,South End
3100,1,South End
4350,2,South End
3200,1,South End
4800,3,South End
4500,3,South End
4000,2,South End
4000,2,South End
4050,2,South End
4150,2,South End
4300,2,South End
4000,2,South End
4550,2,South End
4550,2,South End
4050,2,South End
4200,2,South End
4000,2,South End
4785,1,South End
4340,2,South End
4340,2,South End
4350,2,South End
4842,2,South End
5057,2,South End
4782,2,South End
3790,0,South End
7456,3,South End
4950,2,South End
4950,2,South End
8070,2,South End
3750,2,South End
6030,1,South End
5490,1,South End
3859,1,South End
8067,3,South End
4900,3,South End
5200,3,South End
3960,0,South End
5310,1,South End
4620,1,South End
3450,2,South End
3750,2,South End
4466,1,South End
4462,2,South End
3750,2,South End
3750,2,South End
5264,2,South End
3750,2,South End
3750,2,South End
2679,0,South End
4929,2,South End
3210,1,South End
3750,2,South End
5634,2,South End
8070,2,South End
7740,1,South End
8220,2,South End
8070,2,South End
7740,1,South End
7560,1,South End
7740,1,South End
8070,2,South End
8070,2,South End
5164,2,South End
5169,2,South End
4964,2,South End
5194,2,South End
4877,2,South End
4674,2,South End
5049,2,South End
3429,3,South End
3524,1,South End
4769,2,South End
3119,0,South End
3210,1,South End
3750,2,South End
3799,1,South End
4039,1,South End
4949,2,South End
3099,0,South End
3797,1,South End
6620,2,South End
3210,1,South End
4200,2,South End
4019,1,South End
3250,1,South End
3794,1,South End
3399,0,South End
4609,2,South End
8050,3,South End
5000,3,South End
5359,2,South End
4942,2,South End
2954,0,South End
4900,1,South End
3750,2,South End
5077,2,South End
5264,2,South End
3669,1,South End
3574,1,South End
3159,1,South End
5300,3,South End
3094,0,South End
7700,3,South End
4300,2,South End
4064,1,South End
4164,1,South End
4000,2,South End
5000,3,South End
5139,2,South End
2600,0,South End
4155,2,South End
3980,0,South End
3075,1,South End
3690,0,South End
3900,1,South End
3835,1,South End
3610,1,South End
3000,1,South End
8940,1,South End
25170,3,South End
2820,0,South End
17640,1,South End
11000,3,South End
3000,0,South End
4770,0,South End
4890,0,South End
2950,1,Back Bay
3560,1,Back Bay
3480,0,Back Bay
2790,1,Back Bay
3180,0,Back Bay
6570,1,Back Bay
10740,1,Back Bay
9780,1,Back Bay
6000,1,Back Bay
8850,1,Back Bay
7860,1,Back Bay
6420,1,Back Bay
7140,1,Back Bay
5245,1,Back Bay
3995,2,Back Bay
8220,1,Back Bay
2675,1,Back Bay
4695,1,Back Bay
3800,2,Back Bay
3900,1,Back Bay
3810,1,Back Bay
4920,1,Back Bay
7170,1,Back Bay
5160,1,Back Bay
4890,1,Back Bay
4050,1,Back Bay
7530,1,Back Bay
6060,1,Back Bay
5070,1,Back Bay
3000,1,Back Bay
3200,1,Back Bay
2700,0,Back Bay
3300,1,Back Bay
3000,1,Back Bay
4250,2,Back Bay
3000,0,Back Bay
4000,2,Back Bay
9360,1,Back Bay
3000,0,Back Bay
3200,1,Back Bay
3300,1,Back Bay
3300,1,Back Bay
11460,2,Back Bay
2200,1,Back Bay
3200,1,Back Bay
5580,2,Back Bay
5580,2,Back Bay
6780,2,Back Bay
5640,2,Back Bay
7050,2,Back Bay
4396,2,Back Bay
2700,1,Back Bay
5995,3,Back Bay
5995,3,Back Bay
2500,1,Back Bay
3500,2,Back Bay
8070,1,Back Bay
6780,1,Back Bay
7860,1,Back Bay
2200,0,Back Bay
3300,1,Back Bay
2700,0,Back Bay
2700,0,Back Bay
3000,1,Back Bay
3950,2,Back Bay
2700,0,Back Bay
2700,0,Back Bay
3300,1,Back Bay
3300,1,Back Bay
3100,1,Back Bay
3300,1,Back Bay
2700,1,Back Bay
2700,1,Back Bay
3250,1,Back Bay
3250,1,Back Bay
5220,1,Back Bay
5430,1,Back Bay
4170,1,Back Bay
6060,1,Back Bay
3390,1,Back Bay
4800,1,Back Bay
2020,0,Back Bay
2600,1,Back Bay
2750,0,Back Bay
1745,0,Back Bay
1845,0,Back Bay
1845,0,Back Bay
1795,0,Back Bay
1845,0,Back Bay
1795,0,Back Bay
1945,0,Back Bay
1945,0,Back Bay
3100,1,Back Bay
3000,1,Back Bay
3100,1,Back Bay
3100,1,Back Bay
3100,1,Back Bay
2750,0,Back Bay
4200,1,Back Bay
36870,4,Back Bay
1945,0,Back Bay
3100,1,Back Bay
5160,1,Back Bay
4200,0,Back Bay
5160,2,Back Bay
2750,0,Back Bay
2350,0,Back Bay
2500,1,Back Bay
3850,1,Back Bay
2800,1,Back Bay
2600,1,Back Bay
4530,1,Back Bay
3995,2,Back Bay
3850,1,Back Bay
3700,2,Back Bay
2750,0,Back Bay
2950,1,Back Bay
5500,2,Back Bay
2425,1,Back Bay
4400,1,Back Bay
2450,0,Back Bay
2450,0,Back Bay
2450,0,Back Bay
2450,0,Back Bay
2450,0,Back Bay
2750,0,Back Bay
1745,0,Back Bay
2095,0,Back Bay
1845,0,Back Bay
1695,0,Back Bay
1595,0,Back Bay
1745,0,Back Bay
3100,1,Back Bay
1745,0,Back Bay
3100,1,Back Bay
3250,1,Back Bay
5000,3,Back Bay
3395,1,Back Bay
2350,0,Back Bay
1745,0,Back Bay
7200,2,Back Bay
2195,0,Back Bay
3200,1,Back Bay
3200,1,Back Bay
1950,0,Back Bay
5000,3,Back Bay
3800,2,Back Bay
4800,2,Back Bay
3800,2,Back Bay
5000,3,Back Bay
4695,3,Back Bay
3200,0,Back Bay
3800,1,Back Bay
2395,0,Back Bay
2395,0,Back Bay
2195,0,Back Bay
5000,3,Back Bay
5000,3,Back Bay
3850,1,Back Bay
3960,0,Back Bay
6950,2,Back Bay
4950,1,Back Bay
3900,0,Back Bay
3900,0,Back Bay
5430,1,Back Bay
5400,2,Back Bay
5800,2,Back Bay
2700,0,Back Bay
3220,1,Back Bay
2400,0,Back Bay
6800,3,Back Bay
2095,0,Back Bay
1863,1,Back Bay
2349,1,Back Bay
2349,1,Back Bay
2349,1,Back Bay
2610,1,Back Bay
2349,1,Back Bay
2349,1,Back Bay
1836,1,Back Bay
2349,1,Back Bay
2349,1,Back Bay
2349,1,Back Bay
2349,1,Back Bay
6750,1,Back Bay
1995,0,Back Bay
2200,0,Back Bay
2100,0,Back Bay
10560,0,Back Bay
2150,0,Back Bay
2095,0,Back Bay
22500,2,Back Bay
31620,3,Back Bay
12660,0,Back Bay
18000,0,Back Bay
12180,0,Back Bay
12090,0,Back Bay
19500,1,Back Bay
14310,0,Back Bay
2150,0,Back Bay
3000,0,Back Bay
1845,0,Back Bay
2045,0,Back Bay
2800,1,Back Bay
3000,1,Back Bay
2245,0,Back Bay
2500,0,Back Bay
6000,1,Back Bay
8700,1,Back Bay
15000,3,Back Bay
6932,2,Back Bay
5005,1,Back Bay
27840,4,Back Bay
4400,1,Back Bay
2800,1,Back Bay
3800,2,Back Bay
3055,0,Back Bay
4400,1,Back Bay
4985,1,Back Bay
5200,3,Back Bay
3100,1,Back Bay
4500,2,Back Bay
4500,2,Back Bay
5200,3,Back Bay
3050,1,Back Bay
3050,1,Back Bay
5000,3,Back Bay
2045,0,Back Bay
2195,0,Back Bay
4645,1,Back Bay
2195,0,Back Bay
4500,2,Back Bay
8750,1,Back Bay
4770,1,Back Bay
4365,1,Back Bay
1945,0,Back Bay
1995,0,Back Bay
2195,0,Back Bay
2800,0,Back Bay
2095,0,Back Bay
2245,0,Back Bay
2245,0,Back Bay
8300,2,Back Bay
2095,0,Back Bay
3700,2,Back Bay
6950,2,Back Bay
3500,1,Back Bay
3050,1,Back Bay
2800,1,Back Bay
3500,1,Back Bay
2700,1,Back Bay
2195,0,Back Bay
2195,0,Back Bay
2095,0,Back Bay
4810,1,Back Bay
2900,1,Back Bay
3205,0,Back Bay
4080,2,Back Bay
3055,0,Back Bay
4710,1,Back Bay
4590,1,Back Bay
4840,1,Back Bay
6400,2,Back Bay
3850,1,Back Bay
4180,1,Back Bay
2800,1,Back Bay
2850,1,Back Bay
4270,0,Back Bay
2095,0,Back Bay
3480,1,Back Bay
6240,1,Back Bay
6870,1,Back Bay
4740,1,Back Bay
4260,0,Back Bay
3870,0,Back Bay
4290,1,Back Bay
6210,1,Back Bay
5460,1,Back Bay
8850,2,Back Bay
12000,2,Back Bay
4890,1,Back Bay
4860,0,Back Bay
6120,1,Back Bay
4380,0,Back Bay
5100,1,Back Bay
2650,1,Back Bay
6330,1,Back Bay
5100,0,Back Bay
8060,3,Back Bay
3800,4,Back Bay
3925,1,Back Bay
4890,0,Back Bay
5340,1,Back Bay
4350,1,Back Bay
3120,1,Back Bay
5760,0,Back Bay
5760,1,Back Bay
18570,1,Back Bay
14580,1,Back Bay
18090,1,Back Bay
5850,1,Back Bay
4350,0,Back Bay
4500,1,Back Bay
6180,1,Back Bay
4980,0,Back Bay
6240,1,Back Bay
2900,1,Back Bay
4890,1,Back Bay
2795,1,Back Bay
2700,1,Back Bay
3990,1,Back Bay
2795,1,Back Bay
2700,1,Back Bay
3705,1,Back Bay
2800,1,Back Bay
2800,1,Back Bay
14854,3,Back Bay
4224,1,Back Bay
5140,2,Back Bay
4753,2,Back Bay
2095,0,Back Bay
5660,2,Back Bay
4280,1,Back Bay
4460,1,Back Bay
4185,1,Back Bay
4185,1,Back Bay
2195,0,Back Bay
4470,0,Back Bay
3600,1,Back Bay
2045,0,Back Bay
2400,0,Back Bay
2200,0,Back Bay
3600,1,Back Bay
3500,0,Back Bay
3500,0,Back Bay
3750,1,Back Bay
3600,1,Back Bay
3300,1,Back Bay
3200,1,Back Bay
5000,1,Back Bay
5800,2,Back Bay
2095,0,Back Bay
4410,3,Back Bay
5800,2,Back Bay
3250,1,Back Bay
5800,2,Back Bay
3250,1,Back Bay
2045,0,Back Bay
2045,0,Back Bay
2145,0,Back Bay
3250,1,Back Bay
2450,0,Back Bay
2100,0,Back Bay
2300,1,Back Bay
2195,0,Back Bay
3050,1,Back Bay
2150,0,Back Bay
6900,3,Back Bay
3620,0,Back Bay
3695,0,Back Bay
4900,1,Back Bay
3500,1,Back Bay
3200,0,Back Bay
3000,0,Back Bay
3200,0,Back Bay
3740,0,Back Bay
2850,1,Back Bay
2875,1,Back Bay
3700,2,Back Bay
3850,0,Back Bay
2850,1,Back Bay
4070,0,Back Bay
3200,1,Back Bay
3000,1,Back Bay
14040,2,Back Bay
5010,0,Back Bay
10500,2,Back Bay
6150,1,Back Bay
5490,1,Back Bay
6540,1,Back Bay
4890,0,Back Bay
4524,2,Back Bay
6900,3,Back Bay
6900,3,Back Bay
22493,3,Back Bay
4350,1,Back Bay
17280,2,Back Bay
6300,1,Back Bay
5730,0,Back Bay
8220,1,Back Bay
5700,1,Back Bay
4740,0,Back Bay
6900,1,Back Bay
5160,0,Back Bay
6900,3,Back Bay
6900,3,Back Bay
9630,2,Back Bay
6900,3,Back Bay
3300,1,Back Bay
3300,1,Back Bay
3300,1,Back Bay
5190,1,Back Bay
13500,3,Back Bay
3300,1,Back Bay
4557,2,Back Bay
6250,0,Back Bay
5650,1,Back Bay
4950,0,Back Bay
4950,0,Back Bay
3698,1,Back Bay
6600,3,Back Bay
3835,1,Back Bay
4010,1,Back Bay
5365,2,Back Bay
7500,0,Back Bay
5175,2,Back Bay
5190,2,Back Bay
5915,2,Back Bay
6000,0,Back Bay
14500,5,Back Bay
5400,4,Back Bay
6000,0,Back Bay
7000,0,Back Bay
3000,1,Back Bay
4793,2,Back Bay
2295,0,Back Bay
4224,2,Back Bay
2695,1,Back Bay
2195,0,Back Bay
2195,0,Back Bay
2195,0,Back Bay
2195,0,Back Bay
2195,0,Back Bay
2195,0,Back Bay
14500,5,Back Bay
14500,5,Back Bay
14500,5,Back Bay
3400,1,Back Bay
6900,2,Back Bay
2300,0,Back Bay
2700,0,Back Bay
6900,1,Back Bay
3550,0,Back Bay
2750,0,Back Bay
4950,0,Back Bay
3300,0,Back Bay
3360,0,Back Bay
4890,0,Back Bay
2195,0,Back Bay
1845,0,Back Bay
3300,1,Back Bay
4956,2,East Boston
5137,2,East Boston
4300,2,East Boston
5135,2,East Boston
3057,1,East Boston
4947,2,East Boston
5097,2,East Boston
3092,1,East Boston
4822,2,East Boston
2917,1,East Boston
3162,1,East Boston
3387,1,East Boston
3067,1,East Boston
2350,1,East Boston
3150,2,East Boston
2800,3,East Boston
3720,1,East Boston
2200,0,East Boston
2800,3,East Boston
2600,3,East Boston
2600,3,East Boston
2700,3,East Boston
2600,3,East Boston
3300,4,East Boston
6900,1,East Boston
3199,1,East Boston
2500,2,East Boston
3150,2,East Boston
3350,2,East Boston
3525,3,East Boston
5350,4,East Boston
6000,5,East Boston
5160,2,East Boston
3900,3,East Boston
5625,4,East Boston
3000,4,East Boston
3750,2,East Boston
2350,0,East Boston
3800,2,East Boston
3725,2,East Boston
3525,2,East Boston
3500,3,East Boston
