rent,bedrooms,neighborhood
6000,1,East Boston
2850,2,East Boston
6000,1,East Boston
7500,1,East Boston
3595,2,East Boston
2850,2,East Boston
3595,2,East Boston
2850,2,East Boston
3595,2,East Boston
4500,2,East Boston
4800,3,East Boston
3750,3,East Boston
5500,4,East Boston
4400,2,East Boston
4500,3,East Boston
3750,3,East Boston
3950,3,East Boston
5000,3,East Boston
2850,2,East Boston
5000,4,East Boston
5000,4,East Boston
5500,4,East Boston
3800,4,East Boston
3000,4,East Boston
2650,3,East Boston
3200,2,East Boston
2100,1,East Boston
2600,3,East Boston
2900,3,East Boston
2495,1,East Boston
3044,1,East Boston
2719,0,East Boston
2900,2,East Boston
2800,2,East Boston
1825,0,East Boston
2900,3,East Boston
3000,4,East Boston
3300,3,East Boston
10200,2,East Boston
11880,2,East Boston
2600,2,East Boston
3200,1,East Boston
3359,1,East Boston
3069,1,East Boston
4665,2,East Boston
4700,2,East Boston
2989,1,East Boston
2823,0,East Boston
2712,1,East Boston
2964,1,East Boston
5287,3,East Boston
3392,1,East Boston
4921,3,East Boston
2000,2,East Boston
2500,2,East Boston
2900,3,East Boston
3567,1,East Boston
4993,2,East Boston
4567,2,East Boston
3094,1,East Boston
3417,1,East Boston
3092,1,East Boston
2900,1,East Boston
2969,1,East Boston
2889,1,East Boston
3150,3,East Boston
4600,3,East Boston
3100,3,East Boston
3800,4,East Boston
1800,1,East Boston
2600,1,East Boston
2950,3,East Boston
3000,2,East Boston
3000,2,East Boston
2350,1,East Boston
2575,0,East Boston
2500,2,East Boston
1300,1,East Boston
2700,3,East Boston
2800,3,East Boston
3300,4,East Boston
2600,3,East Boston
2800,4,East Boston
3200,4,East Boston
3400,3,East Boston
4770,1,East Boston
4600,4,East Boston
3550,2,East Boston
3950,3,East Boston
4400,3,East Boston
5400,4,East Boston
2950,2,East Boston
2800,1,East Boston
3075,3,East Boston
3200,2,East Boston
3300,2,East Boston
10500,3,East Boston
4100,4,East Boston
2700,1,East Boston
5550,1,East Boston
2950,2,East Boston
3300,2,East Boston
2850,2,East Boston
3499,2,East Boston
3150,2,East Boston
2800,1,East Boston
3000,2,East Boston
4050,3,East Boston
4100,3,East Boston
4000,3,East Boston
3075,3,East Boston
4950,4,East Boston
3650,3,East Boston
3250,2,East Boston
3250,2,East Boston
3890,2,East Boston
3000,2,East Boston
3995,3,East Boston
4025,3,East Boston
3450,2,East Boston
3100,2,East Boston
3595,3,East Boston
2750,1,East Boston
3650,2,East Boston
3700,2,East Boston
3200,3,East Boston
3750,3,East Boston
3900,3,East Boston
4000,3,East Boston
3800,4,East Boston
2950,3,East Boston
2700,1,East Boston
3000,2,East Boston
3750,3,East Boston
3100,3,East Boston
3350,4,East Boston
3525,3,East Boston
2100,1,East Boston
2850,2,East Boston
3900,3,East Boston
2550,3,East Boston
2900,3,East Boston
4400,6,East Boston
4275,3,East Boston
2760,1,East Boston
3450,3,East Boston
2800,1,East Boston
4000,4,East Boston
3600,3,East Boston
2350,1,East Boston
3575,3,East Boston
3350,3,East Boston
2050,2,East Boston
3000,2,East Boston
1700,0,East Boston
3550,2,East Boston
13500,2,East Boston
3500,3,East Boston
3950,4,East Boston
2650,2,East Boston
3150,3,East Boston
2995,3,East Boston
3300,3,East Boston
2995,1,East Boston
3200,1,East Boston
2900,1,East Boston
1150,4,East Boston
1100,3,East Boston
2425,1,East Boston
3000,3,East Boston
4600,3,East Boston
2450,0,East Boston
2000,1,East Boston
3900,2,East Boston
2800,2,East Boston
2385,1,East Boston
3000,2,East Boston
3000,3,East Boston
4600,3,East Boston
4800,3,East Boston
3100,4,East Boston
4000,4,East Boston
4100,5,East Boston
2800,2,East Boston
4200,3,East Boston
4250,3,East Boston
5625,4,East Boston
2375,1,East Boston
3850,2,East Boston
3400,2,East Boston
4200,4,East Boston
4750,5,East Boston
3775,2,East Boston
2700,2,East Boston
4675,4,East Boston
3200,3,East Boston
3100,2,East Boston
4000,4,East Boston
4650,4,East Boston
3400,3,East Boston
4000,4,East Boston
3400,3,East Boston
3400,3,East Boston
6060,2,East Boston
3400,3,East Boston
3600,3,East Boston
2400,2,East Boston
4050,4,East Boston
2800,2,East Boston
2600,2,East Boston
4050,4,East Boston
4050,4,East Boston
2700,1,East Boston
5250,5,East Boston
3400,3,East Boston
3425,2,East Boston
3600,3,East Boston
3200,3,East Boston
4000,4,East Boston
4275,4,East Boston
3595,2,East Boston
4200,3,East Boston
5200,4,East Boston
2895,1,East Boston
5200,4,East Boston
4350,3,East Boston
3000,3,East Boston
4600,3,East Boston
3000,3,East Boston
3600,3,East Boston
2100,1,East Boston
3600,3,East Boston
3200,3,East Boston
2400,3,East Boston
3470,3,East Boston
3195,3,East Boston
2750,3,East Boston
2175,1,East Boston
3295,4,East Boston
2600,3,East Boston
3200,4,East Boston
2800,4,East Boston
2500,3,East Boston
3000,4,East Boston
3730,4,East Boston
2675,1,East Boston
3700,3,East Boston
3400,2,East Boston
3400,2,East Boston
3700,3,East Boston
3150,3,East Boston
3000,1,East Boston
6600,6,East Boston
4200,3,East Boston
2800,2,East Boston
3995,4,East Boston
3150,1,East Boston
4200,3,East Boston
3895,4,East Boston
6000,6,East Boston
4200,4,East Boston
2800,1,East Boston
4200,4,East Boston
3650,3,East Boston
4200,4,East Boston
3650,3,East Boston
3675,3,East Boston
3800,4,East Boston
3700,3,East Boston
2275,1,East Boston
2100,2,East Boston
3100,2,East Boston
3675,3,East Boston
1050,5,East Boston
2200,0,East Boston
3056,2,East Boston
2276,1,East Boston
4200,4,East Boston
2300,2,East Boston
3550,4,East Boston
8250,2,East Boston
3300,4,East Boston
3300,3,East Boston
4600,4,East Boston
3000,2,East Boston
2500,2,East Boston
3000,4,East Boston
3000,3,East Boston
3000,2,East Boston
3070,3,East Boston
4250,5,East Boston
4250,5,East Boston
2535,1,East Boston
2530,1,East Boston
2619,1,East Boston
2587,1,East Boston
2497,0,East Boston
2694,1,East Boston
2654,1,East Boston
3950,3,East Boston
2629,1,East Boston
3400,4,East Boston
2477,0,East Boston
1900,0,East Boston
2694,1,East Boston
1900,0,East Boston
2609,1,East Boston
2714,1,East Boston
3800,4,East Boston
2754,1,East Boston
2250,2,East Boston
3264,1,East Boston
3000,2,East Boston
3800,4,East Boston
2724,1,East Boston
2599,1,East Boston
2336,0,East Boston
2799,1,East Boston
3203,2,East Boston
2568,1,East Boston
3213,2,East Boston
4950,3,East Boston
2659,1,East Boston
2500,2,East Boston
2744,1,East Boston
4200,3,East Boston
2469,1,East Boston
2609,1,East Boston
5500,5,East Boston
3447,1,Charlestown
4500,1,Charlestown
2500,1,Charlestown
2184,0,Charlestown
3500,2,Charlestown
5370,3,Charlestown
22740,5,Charlestown
4100,3,Charlestown
3600,3,Charlestown
4000,2,Charlestown
6500,5,Charlestown
2950,2,Charlestown
3650,2,Charlestown
3650,2,Charlestown
3650,2,Charlestown
3900,1,Charlestown
4900,2,Charlestown
1950,1,Charlestown
1600,4,Charlestown
8250,1,Charlestown
9750,1,Charlestown
11700,3,Charlestown
6450,1,Charlestown
3600,1,Charlestown
26970,2,Charlestown
5500,2,Charlestown
2450,0,Charlestown
3400,2,Charlestown
5000,2,Charlestown
2923,0,Charlestown
3714,2,Charlestown
3000,1,Charlestown
3879,1,Charlestown
3127,1,Charlestown
6030,2,Charlestown
3000,1,Charlestown
2720,0,West End
2460,0,West End
5100,2,West End
3900,1,West End
4040,1,West End
4150,1,West End
7920,2,West End
8370,2,West End
7410,1,West End
4680,1,West End
8790,2,West End
5280,1,West End
5610,1,West End
6930,2,West End
15000,2,West End
16470,2,West End
5280,1,West End
4950,1,West End
8100,2,West End
4920,1,West End
3600,2,West End
5070,1,West End
8130,2,West End
9240,2,West End
4470,1,West End
7350,2,West End
7920,2,West End
4860,1,West End
4100,2,West End
4100,2,West End
5460,1,West End
2600,1,West End
3305,0,West End
2715,0,West End
2725,0,West End
3915,2,West End
2630,0,West End
5045,3,West End
5730,3,West End
2985,1,West End
2875,1,West End
2985,1,West End
3240,1,West End
4750,3,West End
3630,0,West End
4140,1,West End
4600,1,West End
3870,1,West End
4420,1,West End
4770,1,West End
5580,2,West End
5750,2,West End
4390,1,West End
3870,0,West End
4790,3,West End
7350,2,West End
6600,1,West End
5970,1,West End
5550,1,West End
4830,0,West End
4830,1,West End
4710,0,West End
4170,0,West End
2895,1,West End
3840,2,West End
4800,0,West End
8220,2,West End
5370,1,West End
6090,1,West End
5400,1,West End
5220,1,West End
5730,1,West End
5010,1,West End
5550,1,West End
6870,1,West End
5670,1,West End
3090,0,West End
7500,2,West End
6253,3,West End
5530,3,West End
4270,1,West End
4430,1,West End
4490,1,West End
4500,2,West End
4700,2,West End
3590,0,West End
4990,2,West End
5580,1,West End
4440,1,West End
5970,1,West End
5600,2,West End
4120,1,West End
3505,1,West End
3770,1,West End
3220,1,West End
4090,1,West End
4190,1,West End
3810,1,West End
3680,1,West End
4320,1,West End
4410,1,West End
4600,1,West End
4790,1,West End
5351,2,West End
5640,1,West End
4380,2,West End
4080,2,West End
3420,0,West End
4410,2,West End
3995,1,West End
6463,2,West End
4460,2,West End
5366,2,West End
3567,1,West End
4290,1,West End
3045,0,West End
4200,2,West End
4625,1,West End
4500,3,West End
4370,2,West End
5096,2,West End
4630,2,West End
4172,1,West End
4042,1,West End
3547,1,West End
2685,0,West End
4307,1,West End
5441,2,West End
3507,1,West End
6326,2,West End
4311,2,West End
3045,0,West End
4475,1,West End
5396,2,West End
4705,1,West End
4082,1,West End
3060,0,West End
5471,2,West End
4341,2,West End
4200,2,West End
2615,0,West End
2665,0,West End
5066,2,West End
3742,1,West End
5576,2,West End
2675,0,West End
4795,1,West End
2605,0,West End
4162,1,West End
3210,0,West End
4780,1,West End
5621,2,West End
3557,1,West End
4326,2,West End
3652,1,West End
3597,1,West End
3582,1,West End
3537,1,West End
2845,0,West End
2920,0,West End
8295,3,West End
16680,2,West End
5070,1,West End
3200,0,Beacon Hill
23100,4,Beacon Hill
6510,1,Beacon Hill
3475,2,Beacon Hill
3622,1,Beacon Hill
29970,2,Beacon Hill
6000,1,Beacon Hill
3000,0,Beacon Hill
2775,1,Beacon Hill
27000,1,Beacon Hill
6750,1,Beacon Hill
26130,2,Beacon Hill
2100,0,Beacon Hill
3420,1,Beacon Hill
2100,0,Beacon Hill
1925,0,Beacon Hill
3995,2,Beacon Hill
3995,2,Beacon Hill
3850,2,Beacon Hill
3600,2,Beacon Hill
3475,2,Beacon Hill
3475,2,Beacon Hill
5000,2,Beacon Hill
3475,2,Beacon Hill
2450,0,Beacon Hill
2450,0,Beacon Hill
2450,0,Beacon Hill
2450,0,Beacon Hill
2900,2,Beacon Hill
3625,3,Beacon Hill
3400,2,Beacon Hill
3100,2,Beacon Hill
2095,0,Beacon Hill
2800,0,Beacon Hill
2500,0,Beacon Hill
4600,3,Beacon Hill
2050,0,Beacon Hill
2600,1,Beacon Hill
4170,1,Beacon Hill
41580,4,Beacon Hill
3540,1,Beacon Hill
1900,0,Beacon Hill
2295,0,Beacon Hill
3150,2,Beacon Hill
2095,0,Beacon Hill
3000,1,Beacon Hill
3625,3,Beacon Hill
3570,1,Beacon Hill
18000,4,Beacon Hill
2650,0,Beacon Hill
2650,0,Beacon Hill
2050,0,Beacon Hill
2050,0,Beacon Hill
3900,2,Beacon Hill
4625,3,Beacon Hill
3150,2,Beacon Hill
4625,3,Beacon Hill
4600,3,Beacon Hill
2245,0,Beacon Hill
4600,3,Beacon Hill
1845,0,Beacon Hill
3150,2,Beacon Hill
1875,1,Beacon Hill
4425,3,Beacon Hill
3800,2,Beacon Hill
5250,2,Beacon Hill
3300,2,Beacon Hill
2150,0,Beacon Hill
2300,1,Beacon Hill
2100,0,Beacon Hill
2100,0,Beacon Hill
2100,0,Beacon Hill
2200,0,Beacon Hill
2250,0,Beacon Hill
2250,0,Beacon Hill
2400,0,Beacon Hill
3500,2,Beacon Hill
6450,1,Beacon Hill
4000,1,Beacon Hill
3700,3,Beacon Hill
2400,0,Beacon Hill
2200,0,Beacon Hill
8070,2,Beacon Hill
3250,2,Beacon Hill
2350,0,Beacon Hill
2200,0,Beacon Hill
2900,1,Beacon Hill
4000,2,Beacon Hill
3900,4,Beacon Hill
3800,2,Beacon Hill
3775,1,Beacon Hill
3125,1,Beacon Hill
3650,1,Beacon Hill
2975,2,Beacon Hill
2975,2,Beacon Hill
4800,3,Beacon Hill
4800,3,Beacon Hill
2150,0,Beacon Hill
7500,1,Beacon Hill
2500,1,Beacon Hill
3540,2,Beacon Hill
4325,3,Beacon Hill
3025,2,Beacon Hill
3295,2,Beacon Hill
3325,2,Beacon Hill
2100,0,Beacon Hill
2475,1,Beacon Hill
4000,2,Beacon Hill
2200,0,Beacon Hill
2200,0,Beacon Hill
2100,0,Beacon Hill
4725,3,Beacon Hill
2200,0,Beacon Hill
2200,1,Beacon Hill
2800,1,Beacon Hill
4000,2,Beacon Hill
4000,2,Beacon Hill
2100,0,Beacon Hill
2475,1,Beacon Hill
2900,1,Beacon Hill
4725,3,Beacon Hill
3600,2,Beacon Hill
4000,2,Beacon Hill
2800,1,Beacon Hill
4000,2,Beacon Hill
2800,1,Beacon Hill
5000,3,Beacon Hill
2000,0,Beacon Hill
4725,3,Beacon Hill
5775,4,Beacon Hill
2800,1,Beacon Hill
2650,0,Beacon Hill
3450,2,Beacon Hill
2900,1,Beacon Hill
2100,0,Beacon Hill
2200,0,Beacon Hill
4000,2,Beacon Hill
4725,3,Beacon Hill
3200,2,Beacon Hill
3200,2,Beacon Hill
4725,3,Beacon Hill
3200,2,Beacon Hill
4725,3,Beacon Hill
2100,0,Beacon Hill
3240,1,Beacon Hill
12360,1,Beacon Hill
5785,3,Beacon Hill
4218,2,Beacon Hill
2100,0,Beacon Hill
2660,1,Beacon Hill
2650,1,Beacon Hill
1836,1,Beacon Hill
2070,1,Beacon Hill
2070,1,Beacon Hill
2349,1,Beacon Hill
1863,1,Beacon Hill
2349,1,Beacon Hill
2349,1,Beacon Hill
2349,1,Beacon Hill
2349,1,Beacon Hill
2349,1,Beacon Hill
3435,1,Beacon Hill
8130,1,Beacon Hill
8130,1,Beacon Hill
8130,1,Beacon Hill
6240,1,Beacon Hill
2275,0,Beacon Hill
1950,0,Beacon Hill
12630,0,Beacon Hill
11550,1,Beacon Hill
12210,1,Beacon Hill
9150,2,Beacon Hill
4950,2,Beacon Hill
3500,0,Beacon Hill
5158,3,Beacon Hill
4950,1,Beacon Hill
5250,1,Beacon Hill
5490,2,Beacon Hill
5760,2,Beacon Hill
5940,2,Beacon Hill
3960,2,Beacon Hill
3930,0,Beacon Hill
2395,0,Beacon Hill
2950,1,Beacon Hill
3900,2,Beacon Hill
3050,1,Beacon Hill
2100,0,Beacon Hill
2200,0,Beacon Hill
3100,1,Beacon Hill
3570,1,Beacon Hill
2700,1,Beacon Hill
2600,0,Beacon Hill
2700,1,Beacon Hill
2600,0,Beacon Hill
4050,0,Beacon Hill
3960,0,Beacon Hill
4200,0,Beacon Hill
3540,2,Beacon Hill
3540,2,Beacon Hill
3000,1,Beacon Hill
3540,2,Beacon Hill
4200,3,Beacon Hill
3225,2,Beacon Hill
3450,2,Beacon Hill
2850,1,Beacon Hill
3600,2,Beacon Hill
2750,1,Beacon Hill
4500,1,Beacon Hill
3000,0,Beacon Hill
3650,2,Beacon Hill
3650,2,Beacon Hill
3200,1,Beacon Hill
3000,1,Beacon Hill
3220,2,Beacon Hill
2450,0,Beacon Hill
3600,2,Beacon Hill
3000,1,Beacon Hill
3750,2,Beacon Hill
3750,2,Beacon Hill
3750,2,Beacon Hill
3750,2,Beacon Hill
3750,2,Beacon Hill
3750,2,Beacon Hill
3600,2,Beacon Hill
3500,2,Beacon Hill
2100,0,Downtown
2907,1,Downtown
2789,1,Downtown
4765,2,Downtown
2819,1,Downtown
4261,1,Downtown
3791,1,Downtown
7410,1,Downtown
2900,0,Downtown
9350,5,Downtown
4621,2,Downtown
6536,2,Downtown
2300,0,Downtown
3074,0,Downtown
1650,1,Downtown
1200,1,Downtown
1500,1,Downtown
2175,0,Downtown
3700,1,Downtown
6640,2,Downtown
4140,1,Downtown
3100,1,Downtown
4560,0,Downtown
3810,0,Downtown
3990,2,Downtown
8100,2,Downtown
5490,1,Downtown
5280,1,Downtown
4740,1,Downtown
4800,1,Downtown
4830,1,Downtown
6120,1,Downtown
5460,1,Downtown
4950,1,Downtown
3000,1,Downtown
3000,1,Downtown
3000,1,Downtown
3100,1,Downtown
3000,1,Downtown
2250,0,Downtown
6510,0,Downtown
3100,1,Downtown
2450,0,Downtown
3000,1,Downtown
3000,1,Downtown
2250,0,Downtown
2250,0,Downtown
6510,0,Downtown
6630,2,Downtown
5010,1,Downtown
5310,1,Downtown
7080,2,Downtown
4320,0,Downtown
7470,2,Downtown
7110,2,Downtown
8760,2,Downtown
3300,1,Downtown
3667,0,Downtown
4192,1,Downtown
9500,5,Downtown
8950,5,Downtown
4000,2,Downtown
2925,1,Downtown
3740,1,Downtown
4788,1,Downtown
4004,1,Downtown
3896,0,Downtown
5730,1,Downtown
2650,1,Downtown
4434,2,Downtown
9350,5,Downtown
2650,1,Downtown
3045,1,Downtown
3764,1,Downtown
3045,1,Downtown
2650,1,Downtown
2925,1,Downtown
4000,2,Downtown
4200,2,Downtown
7200,4,Downtown
5280,1,Downtown
7200,4,Downtown
4441,1,Downtown
8950,5,Downtown
4200,2,Downtown
4200,2,Downtown
4000,2,Downtown
5320,2,Downtown
3000,1,Downtown
3000,1,Downtown
4996,1,Downtown
3489,1,Downtown
7000,2,Downtown
6612,4,Downtown
11200,4,Downtown
3534,2,Downtown
3000,2,Downtown
4434,2,Downtown
3489,1,Downtown
3667,0,Downtown
3721,0,Downtown
3697,0,Downtown
4996,2,Downtown
4434,2,Downtown
4884,2,Downtown
4165,1,Downtown
2600,0,Downtown
2160,1,Downtown
2130,1,Downtown
2536,1,Downtown
2479,1,Downtown
2707,1,Downtown
2992,1,Downtown
2992,1,Downtown
7011,4,Downtown
6469,4,Downtown
2422,1,Downtown
7440,1,Downtown
5490,1,Downtown
6690,1,Downtown
6870,1,Downtown
5970,0,Downtown
3480,0,Downtown
10560,2,Downtown
6450,1,Downtown
2900,2,Downtown
15240,3,Downtown
7380,1,Downtown
3390,0,Downtown
3630,1,Downtown
3750,1,Downtown
3682,1,Downtown
6250,4,Downtown
23220,4,Downtown
6754,4,Downtown
24810,4,Downtown
23310,4,Downtown
3630,1,Downtown
3100,1,Downtown
3045,1,Downtown
6500,4,Downtown
5800,3,Downtown
4800,3,Downtown
4750,3,Downtown
3750,2,Downtown
6900,1,Downtown
6800,4,Downtown
3200,1,Downtown
10174,1,Downtown
3676,1,Downtown
2821,1,Downtown
6412,4,Downtown
2764,1,Downtown
2793,1,Downtown
4132,1,Downtown
2565,1,Downtown
2992,1,Downtown
5757,1,Downtown
6690,1,Downtown
4246,2,Downtown
5700,3,Downtown
3595,3,Downtown
6950,2,Downtown
4350,1,Downtown
9000,3,Downtown
2500,0,Downtown
3738,1,Downtown
4572,1,Downtown
3676,2,Downtown
5614,4,Downtown
2565,1,Downtown
4075,2,Downtown
4759,3,Downtown
3619,2,Downtown
19860,3,Downtown
2550,0,Downtown
2550,0,Downtown
3200,1,Downtown
2550,0,Downtown
2550,0,Downtown
9000,3,Downtown
4900,1,Downtown
3335,1,Downtown
3722,1,Downtown
4160,1,Downtown
2736,1,Downtown
5415,3,Downtown
3249,2,Downtown
5321,2,Downtown
2536,1,Downtown
3705,2,Downtown
2992,1,Downtown
9747,1,Downtown
6982,2,Downtown
5244,2,Downtown
4680,1,Downtown
5070,1,Downtown
5040,1,Downtown
5970,2,Downtown
4920,1,Downtown
4950,0,Downtown
4955,2,Downtown
9152,3,Downtown
3855,2,Downtown
3933,2,Downtown
16110,2,Downtown
4930,2,Downtown
3790,2,Downtown
3448,1,Downtown
3961,2,Downtown
8580,1,Downtown
2992,1,Downtown
3933,2,Downtown
3875,2,Downtown
10080,1,Downtown
4332,2,Downtown
9630,1,Downtown
14820,2,Downtown
2878,1,Downtown
4189,2,Downtown
4389,2,Downtown
4389,2,Downtown
4759,2,Downtown
3249,1,Downtown
3990,1,Downtown
7581,1,Downtown
5040,1,Downtown
4320,1,Downtown
3804,1,Downtown
4220,2,Downtown
5081,2,Downtown
4009,1,Downtown
7986,3,Downtown
2750,2,Downtown
4791,2,Downtown
4886,2,Downtown
5116,2,Downtown
3450,1,Downtown
2450,1,Downtown
2700,1,Downtown
2700,1,Downtown
4330,2,Downtown
3300,3,Downtown
5076,2,Downtown
5451,2,Downtown
2450,1,Downtown
9320,3,Downtown
4285,2,Downtown
4165,2,Downtown
5571,2,Downtown
3350,1,Downtown
4950,1,Downtown
3680,1,Downtown
3515,1,Downtown
4380,1,Downtown
3730,0,Downtown
4275,1,Downtown
3660,1,Downtown
3730,1,Downtown
4389,2,Downtown
3450,1,Downtown
12090,1,Downtown
3250,2,Downtown
15000,2,Downtown
4500,1,Downtown
20000,4,Downtown
5695,6,Fenway
6000,5,Fenway
3000,2,Fenway
3000,2,Fenway
3075,3,Fenway
2600,3,Fenway
3600,3,Fenway
3300,2,Fenway
3600,2,Fenway
3600,2,Fenway
2595,1,Fenway
3750,2,Fenway
3000,1,Fenway
2700,1,Fenway
4410,3,Fenway
3000,1,Fenway
2700,1,Fenway
3300,1,Fenway
3000,1,Fenway
2700,1,Fenway
3000,1,Fenway
3000,1,Fenway
3100,2,Fenway
3000,1,Fenway
3300,1,Fenway
4740,1,Fenway
3100,2,Fenway
4800,3,Fenway
3800,3,Fenway
6996,2,Fenway
5030,2,Fenway
4980,2,Fenway
3570,1,Fenway
4840,1,Fenway
4097,1,Fenway
2725,1,Fenway
12780,2,Fenway
4212,0,Fenway
4237,0,Fenway
5010,3,Fenway
7150,4,Fenway
7150,4,Fenway
7500,4,Fenway
5600,4,Fenway
4127,0,Fenway
5015,1,Fenway
5216,2,Fenway
4209,1,Fenway
4890,1,Fenway
6879,2,Fenway
6470,2,Fenway
5019,3,Fenway
5085,2,Fenway
3600,1,Fenway
5330,2,Fenway
4516,1,Fenway
4198,1,Fenway
4875,1,Fenway
4965,1,Fenway
4880,2,Fenway
4322,1,Fenway
3653,1,Fenway
4132,0,Fenway
4265,1,Fenway
5005,2,Fenway
6159,2,Fenway
4390,1,Fenway
9904,3,Fenway
2895,1,Fenway
4425,2,Fenway
5400,3,Fenway
5400,3,Fenway
4425,2,Fenway
3900,3,Fenway
4425,2,Fenway
3900,3,Fenway
2200,0,Fenway
2900,1,Fenway
3660,3,Fenway
3600,2,Fenway
4455,3,Fenway
3200,1,Fenway
2585,2,Fenway
2425,0,Fenway
2925,1,Fenway
2950,1,Fenway
2950,1,Fenway
8550,1,Fenway
3505,1,Fenway
2895,1,Fenway
2795,1,Fenway
2450,0,Fenway
2650,1,Fenway
3100,1,Fenway
2750,1,Fenway
2650,0,Fenway
3000,1,Fenway
3300,1,Fenway
2650,1,Fenway
2650,0,Fenway
3000,0,Fenway
2450,0,Fenway
3300,1,Fenway
3000,1,Fenway
3100,1,Fenway
3300,1,Fenway
2650,1,Fenway
2850,1,Fenway
2800,1,Fenway
2800,1,Fenway
2800,1,Fenway
3100,1,Fenway
2800,1,Fenway
3000,1,Fenway
2450,0,Fenway
2100,0,Fenway
3200,1,Fenway
5000,4,Fenway
3450,1,Fenway
3200,1,Fenway
3200,1,Fenway
3200,1,Fenway
3150,1,Fenway
4997,1,Fenway
4100,1,Fenway
2300,0,Fenway
3750,1,Fenway
3200,1,Fenway
4072,1,Fenway
4233,1,Fenway
3150,2,Fenway
4425,2,Fenway
4425,2,Fenway
4455,3,Fenway
3900,3,Fenway
5400,3,Fenway
3000,1,Fenway
4425,2,Fenway
2250,0,Fenway
5550,3,Fenway
3150,2,Fenway
2250,0,Fenway
3100,2,Fenway
2250,0,Fenway
2250,0,Fenway
5200,4,Fenway
4050,3,Fenway
3000,1,Fenway
5400,3,Fenway
25410,2,Fenway
13920,1,Fenway
12210,0,Fenway
39960,3,Fenway
13590,0,Fenway
3849,1,Fenway
5922,2,Fenway
6247,2,Fenway
5952,2,Fenway
4300,1,Fenway
16170,2,Fenway
5383,2,Fenway
33480,3,Fenway
6224,2,Fenway
3537,0,Fenway
3949,1,Fenway
3799,1,Fenway
2695,1,Fenway
6350,2,Fenway
17790,2,Fenway
5340,0,Fenway
6390,1,Fenway
7320,2,Fenway
5065,2,Fenway
5953,2,Fenway
3461,0,Fenway
3908,0,Fenway
6699,2,Fenway
2795,1,Fenway
6052,2,Fenway
2475,0,Fenway
5490,0,Fenway
4079,1,Fenway
4315,1,Fenway
3829,1,Fenway
4766,1,Fenway
6202,2,Fenway
3050,1,Fenway
2950,1,Fenway
5060,2,Fenway
3428,0,Fenway
2900,1,Fenway
4393,1,Fenway
2475,0,Fenway
2400,0,Fenway
6524,2,Fenway
4111,0,Fenway
5969,2,Fenway
4097,1,Fenway
2550,0,Fenway
4791,1,Fenway
3672,0,Fenway
3883,1,Fenway
5705,2,Fenway
3823,1,Fenway
5239,2,Fenway
3698,1,Fenway
2600,1,Fenway
4410,3,Fenway
5360,2,Fenway
6000,4,Fenway
2900,1,Fenway
6000,4,Fenway
6000,4,Fenway
6000,4,Fenway
2950,1,Fenway
3400,2,Fenway
2200,0,Fenway
2400,0,Fenway
2350,0,Fenway
3800,2,Fenway
2495,0,Fenway
2095,0,Fenway
3300,2,Fenway
3850,2,Fenway
3400,1,Fenway
2550,0,Fenway
2600,2,Fenway
3700,3,Fenway
3100,1,Fenway
2350,0,Fenway
3100,1,Fenway
3100,1,Fenway
2400,0,Fenway
4000,2,Fenway
2800,0,Fenway
2100,0,Fenway
2600,1,Fenway
3400,1,Fenway
3400,2,Fenway
3100,1,Fenway
2950,1,Fenway
2195,0,Fenway
2395,0,Fenway
2350,0,Fenway
2500,0,Fenway
2600,0,Fenway
2250,0,Fenway
2750,0,Fenway
2500,1,Fenway
3100,1,Fenway
5200,4,Fenway
3100,1,Fenway
2200,0,Fenway
3450,2,Fenway
2700,1,Fenway
2200,0,Fenway
3200,2,Fenway
3200,2,Fenway
3350,1,Fenway
2495,0,Fenway
3800,2,Fenway
2350,0,Fenway
3800,2,Fenway
2200,1,Fenway
3395,2,Fenway
3395,2,Fenway
2595,0,Fenway
2245,1,Fenway
2295,0,Fenway
3495,2,Fenway
3595,2,Fenway
4495,3,Fenway
3200,1,Fenway
3200,2,Fenway
2350,0,Fenway
2400,0,Fenway
2650,1,Fenway
3300,1,Fenway
2350,0,Fenway
3150,1,Fenway
3150,1,Fenway
3350,1,Fenway
3400,1,Fenway
3850,2,Fenway
3600,2,Fenway
3600,2,Fenway
2400,0,Fenway
3550,2,Fenway
4450,3,Fenway
3800,2,Fenway
3800,2,Fenway
4450,3,Fenway
3022,1,Fenway
2450,1,Fenway
6060,1,Fenway
4766,1,Fenway
4551,1,Fenway
5949,2,Fenway
2650,1,Fenway
2775,1,Fenway
2600,1,Fenway
2900,1,Fenway
4400,2,Fenway
4616,1,Fenway
2600,0,Fenway
2600,0,Fenway
2600,0,Fenway
2575,1,Fenway
2650,1,Fenway
2650,1,Fenway
4400,2,Fenway
5958,2,Fenway
2650,1,Fenway
2600,0,Fenway
4097,1,Fenway
4941,1,Fenway
4400,2,Fenway
5241,1,Fenway
4866,1,Fenway
2900,1,Fenway
3000,2,Fenway
3100,1,Fenway
3500,2,Fenway
2900,1,Fenway
2400,0,Fenway
3500,2,Fenway
2500,1,Fenway
2550,0,Fenway
2475,0,Fenway
3600,2,Fenway
3400,2,Fenway
5370,1,Fenway
2250,0,Fenway
2550,0,Fenway
4000,1,Fenway
3600,2,Fenway
5143,2,Fenway
3134,0,Fenway
3021,0,Fenway
4090,0,Fenway
4090,0,Fenway
